Subjek;Clip;Fase;HR;HRV;RMSSD;SDNN;SDSD;pNN50;pNN20;NN20;HRV_pLF;HRV_pHF;HRV_LF_HF_Ratio;HRV_VLF;HRV_LF;HRV_HF;SCL_Mean;SCL_STD;SCL_Skewness;SCL_Kurtosis;SCR_Number;SCR_Amplitude_Mean;SCR_Amplitude_STD;SCR_Amplitude_Max;SCR_Amplitude_Min;SCR_Duration_Mean;SCR_Duration_STD;SCR_Duration_Max;SCR_Duration_Min;SCR_Frequency;SCL_Variance;SCL_Slope;GSR_Mean;GSR_STD;GSR_Skewness;GSR_Kurtosis;GSR_Max;GSR_Min;GSR_Power_VLF;GSR_Power_LF;GSR_Power_HF;GSR_LF_HF_Ratio;GSR_Trend_Slope
2;10;1;84.55061007;5.39261657;0.039393551;0.063753434;0.039393357;0.172839506;0.5625;45;74.95871352;25.04128648;2.993405055;0.161689404;1.577750735;0.52707559;14.87459685;2.383843632;-5.018138993;28.77025804;6;2.373740101;5.027990337;12.54702367;-0.564224737;4.996666667;3.811061095;10.2;0.89;6.082108464;5.682710464;0.040376221;14.87459685;2.383843632;-5.018138993;28.77025804;16.9580948;0.001512429;1.187209548;4.072405704;5.013532522;0.812282694;0.040376221
2;11;1;87.52515091;5.836654991;0.038352708;0.079448655;0.03834407;0.186046512;0.541176471;46;91.93679016;8.063209838;11.40200888;0.43502615;1.634665049;0.143366407;16.09671259;2.532068543;-4.951768044;29.16390507;5;3.508203495;6.170643372;14.53178794;0.292117933;5.132;3.878965068;9.6;1.02;4.915615271;6.411371107;0.032216411;16.09671259;2.532068543;-4.951768044;29.16390507;19.18571258;0.001771377;1.931117911;5.275386147;4.619842968;1.141897286;0.032216411
2;12;1;87.52515091;5.836654991;0.038352708;0.079448655;0.03834407;0.186046512;0.541176471;46;91.93679016;8.063209838;11.40200888;0.43502615;1.634665049;0.143366407;16.09671259;2.532068543;-4.951768044;29.16390507;5;3.508203495;6.170643372;14.53178794;0.292117933;5.132;3.878965068;9.6;1.02;4.915615271;6.411371107;0.032216411;16.09671259;2.532068543;-4.951768044;29.16390507;19.18571258;0.001771377;1.931117911;5.275386147;4.619842968;1.141897286;0.032216411
2;13;1;85.6147337;5.825043081;0.046501107;0.088149122;0.04644154;0.2;0.595238095;50;84.61173442;15.38826558;5.498458157;0.143415771;1.721522709;0.313091899;15.2524694;2.399793097;-4.935222901;29.04973001;5;3.019878371;6.094118296;13.87160903;-0.364740573;5.586;3.063434347;8.97;1.95;4.915615271;5.759006909;0.015360181;15.2524694;2.399793097;-4.935222901;29.04973001;18.40064978;0.001704051;1.557249377;4.775896777;4.145862728;1.151966934;0.015360181
2;14;1;83.16831683;5.735139267;0.04802108;0.091445311;0.048018661;0.21686747;0.548780488;45;85.96942265;14.03057735;6.127290456;0.314046884;1.598116299;0.260819413;15.48347404;2.67190203;-3.190932481;19.71874941;2;16.21897878;0;16.21897878;16.21897878;3.76;0;3.76;3.76;1.963993453;7.139060459;-0.02223015;15.48347404;2.67190203;-3.190932481;19.71874941;21.63445127;0.001983715;2.502056493;5.777350537;4.995711642;1.156461972;-0.02223015
2;15;1;85.12075663;5.16170377;0.044261;0.075490366;0.044237381;0.156626506;0.573170732;47;76.61449995;23.38550005;3.276154019;0.155545174;1.58106974;0.482599332;14.08521389;2.693753488;-1.998058866;13.75199192;6;2.761497028;6.279333911;15.51911763;-0.64957552;4.78;2.978717845;9.26;1.45;6;7.256307852;-0.040141165;14.08521389;2.693753488;-1.998058866;13.75199192;20.58171283;0.00191121;3.617283827;6.139320843;4.742829694;1.294442609;-0.040141165
2;16;1;87.22109533;3.704792469;0.053125822;0.096919006;0.053125692;0.176470588;0.5;42;80.19234871;19.80765129;4.048554145;0.46412961;1.409535836;0.348157833;12.03246415;2.109365967;-3.550665626;19.81215288;6;2.321671526;3.955709846;10.34615798;0.236112328;4.871666667;4.203062772;11.68;0.83;6.004002668;4.449424782;0.06866187;12.03246415;2.109365967;-3.550665626;19.81215288;14.89987279;0.001274196;1.592511394;3.065380346;3.423902912;0.895288338;0.06866187
2;17;0;92.21516873;4.12286247;0.043513292;0.101433254;0.043502051;0.175824176;0.477777778;43;90.98971571;9.01028429;10.09842895;0.756808194;1.313497119;0.130069452;14.90483327;2.398212806;-4.480382394;26.53453724;4;3.736563531;7.151842745;14.44417091;-0.168424557;6.7425;4.207115996;11.41;2.71;3.999333444;5.751424665;0.014858056;14.90483327;2.398212806;-4.480382394;26.53453724;18.90653649;0.001714409;1.000037053;5.075934467;4.522366358;1.122406737;0.014858056
2;18;0;91.79067046;4.193782405;0.052193638;0.095798257;0.052187969;0.137362637;0.519337017;94;87.61524972;12.38475028;7.074446212;0.778044062;1.20167945;0.169861981;14.18700921;1.92192721;-3.572317232;26.42753921;4;3.736563531;7.151842745;14.44417091;-0.168424557;6.7425;4.207115996;11.41;2.71;2;3.693804199;-0.020715669;14.18700921;1.92192721;-3.572317232;26.42753921;18.90653649;0.001714409;2.478394523;2.453813216;2.300572067;1.066610019;-0.020715669
2;19;0;92.63181362;3.800018556;0.045284927;0.083693336;0.045282086;0.123188406;0.465454545;128;90.23217998;9.767820017;9.237698875;0.788209747;1.878797212;0.203383682;14.58044185;1.92320703;-2.489653925;20.54190094;4;3.736563531;7.151842745;14.44417091;-0.168424557;6.7425;4.207115996;11.41;2.71;1.333703807;3.698725278;0.002441311;14.58044185;1.92320703;-2.489653925;20.54190094;19.71516519;0.001714409;3.39601115;1.985368249;1.734588349;1.144576031;0.002441311
2;20;0;92.63509284;3.766520197;0.041760058;0.076000485;0.041759838;0.105691057;0.442934783;163;87.61833001;12.38166999;7.076454959;0.554638156;1.398463014;0.197621976;14.29698;1.790022015;-1.980434179;19.28221941;4;3.736563531;7.151842745;14.44417091;-0.168424557;6.7425;4.207115996;11.41;2.71;0.999958335;3.204178813;-0.004605212;14.29698;1.790022015;-1.980434179;19.28221941;19.71516519;0.001714409;3.349225617;1.616528387;1.191653185;1.356542664;-0.004605212
2;21;0;91.8194218;3.895957703;0.042251452;0.078900104;0.042251092;0.119825708;0.441048035;202;86.62325306;13.37674694;6.475659102;0.955692148;2.152973863;0.332471773;15.09447462;2.427347169;0.0118849;8.560379119;4;3.736563531;7.151842745;14.44417091;-0.168424557;6.7425;4.207115996;11.41;2.71;0.797315704;5.892014278;0.010465436;15.09447462;2.427347169;0.0118849;8.560379119;24.09195068;0.001714409;7.282014447;2.999150446;1.270899596;2.35986419;0.010465436
3;0;1;75.1534998;2.958325884;0.021886966;0.050281875;0.021885877;0.032751092;0.356673961;163;86.92546014;13.07453986;6.648452721;1.741739256;0.960201661;0.144424831;13.03008481;2.346147839;-0.610730032;4.362222098;11;1.273011106;3.663869167;12.24501602;-0.432482458;6.128181818;3.173174493;11.16;0.84;1.797973194;5.504409683;0.007829096;13.03008481;2.346147839;-0.610730032;4.362222098;17.11190438;0.001476176;4.92113389;0.799514739;0.486708659;1.642696765;0.007829096
3;1;1;70.5531633;4.047501921;0.026806183;0.037092827;0.026805802;0.028571429;0.579710145;40;88.52848333;11.47151667;7.71724314;0.315527806;1.627808987;0.210931411;6.395457116;1.043619437;-4.414786396;25.29651818;4;1.545963392;2.91759499;5.917534041;-0.052227561;7.04;3.699414368;10.55;3.73;3.929273084;1.089141529;-0.001222774;6.395457116;1.043619437;-4.414786396;25.29651818;7.866569713;0.00069933;0.424065582;0.85206872;0.734307938;1.160369752;-0.001222774
3;2;1;74.27505511;2.866171218;0.022607767;0.033931703;0.02260606;0.027777778;0.352112676;25;78.45559465;21.54440535;3.641576241;0.928112547;0.993507878;0.272823583;6.123214444;0.966911347;-4.692094035;28.42945729;3;2.066971475;3.506866762;6.113993467;-0.076223409;8.78;4.594355232;12.62;3.69;3;0.934917552;0.007466139;6.123214444;0.966911347;-4.692094035;28.42945729;8.081082698;0.000745941;0.205628154;0.806361797;0.848861115;0.94993372;0.007466139
3;3;1;73.2575886;2.687210886;0.019464666;0.026465896;0.019423347;0.028169014;0.271428571;19;45.81256595;54.18743405;0.845446306;1.264192364;0.415397506;0.491335172;9.983924847;2.702089912;-0.477127278;5.199392144;5;2.075518236;2.522660812;6.467279034;0.225091594;6.156;2.727568514;10.85;3.73;5;7.30128989;0.13935313;9.983924847;2.702089912;-0.477127278;5.199392144;15.23846105;0.000771836;7.113833567;4.212201765;2.724197511;1.546217463;0.13935313
3;4;1;71.35575943;3.484058264;0.024346532;0.046190378;0.02434265;0.043478261;0.397058824;27;90.11167493;9.888325073;9.112936141;1.141070581;0.988930797;0.108519448;16.16321642;2.594205903;-4.953919002;28.26756262;4;3.237147974;6.751060491;13.36315264;-0.215215627;8.085;3.102047711;10.76;3.77;4;6.729904267;0.020336963;16.16321642;2.594205903;-4.953919002;28.26756262;17.9073493;0.001652261;3.013008302;5.703731105;4.373469641;1.304166159;0.020336963
3;5;1;71.16231786;3.253962541;0.022682433;0.046492483;0.022644899;0.043478261;0.352941176;24;82.94625496;17.05374504;4.863814648;1.344946829;0.72494163;0.149047956;15.26724668;2.460018846;-4.713868296;27.0803173;4;3.820272025;6.659876588;13.72825132;-0.329310261;8.3325;3.057661143;9.96;3.75;4;6.051692724;0.034359495;15.26724668;2.460018846;-4.713868296;27.0803173;18.18252488;0.001662619;2.121495681;4.926948373;4.575778668;1.076745343;0.034359495
3;6;1;70.63505223;2.718295911;0.01863177;0.044654774;0.018631222;0;0.347826087;24;86.3504818;13.6495182;6.326265918;1.744602335;0.379126601;0.05992897;14.12204665;2.686678757;-2.526775549;13.63081785;3;4.655756179;8.618331099;14.60655175;-0.42864427;8.3;3.957170706;11.14;3.78;2.951303492;7.218242742;-0.051976973;14.12204665;2.686678757;-2.526775549;13.63081785;19.45867626;0.001647082;5.628885431;4.902536212;3.359094717;1.459481385;-0.051976973
3;7;1;75.94936709;3.966567023;0.027529888;0.060902306;0.027484571;0.065789474;0.48;36;82.22362388;17.77637612;4.625443527;0.944513841;0.997652223;0.215687905;18.00499857;3.37181972;-3.531720927;17.25036437;6;2.434223298;4.266734443;11.07618279;-0.195513524;5.16;3.000926524;10.21;2.37;5.901639344;11.36916822;0.123697721;18.00499857;3.37181972;-3.531720927;17.25036437;21.6459004;0.001325986;9.53376837;6.98030632;4.614262223;1.512767585;0.123697721
3;8;1;69.90679095;3.328657677;0.023956482;0.048490689;0.023956482;0.043478261;0.382352941;26;83.97858874;16.02141126;5.241647402;1.095548524;0.928342547;0.177108927;17.35050838;2.89903398;-4.109306478;23.26262103;4;3.810343099;7.976004306;15.77361107;-0.299573349;7.0375;2.61390353;9.7;3.79;3.93442623;8.404398014;-0.013651832;17.35050838;2.89903398;-4.109306478;23.26262103;21.09337734;0.001843883;4.038304601;6.940259231;4.798330235;1.446390492;-0.013651832
3;9;1;70.2106319;3.550998367;0.024346532;0.054790138;0.024311567;0.028985507;0.514705882;35;90.99892654;9.00107346;10.10978601;1.10872417;0.997092972;0.098626516;10.65339213;1.772569968;-4.159539156;23.34108624;3;3.262100472;5.628323197;9.75384297;-0.250194333;8.406666667;4.027720613;10.9;3.76;2.951303492;3.142004293;-0.003705721;10.65339213;1.772569968;-4.159539156;23.34108624;12.99924363;0.001180975;1.728430289;2.386639014;1.798670605;1.326890542;-0.003705721
3;10;1;69.67213115;4.361417198;0.030639941;0.05957026;0.030610481;0.089552239;0.484848485;32;88.7482163;11.2517837;7.88747977;0.619827906;1.442346382;0.182865303;11.42292418;2.356426514;-2.616172168;11.88047026;4;2.696079942;3.04704068;7.26131983;0.968166073;7.6;4.975205188;12.27;2.89;4;5.552745916;0.1067227;11.42292418;2.356426514;-2.616172168;11.88047026;13.898199;0.000870237;5.017417494;3.357105499;2.419622181;1.387450291;0.1067227
3;11;1;73.70015144;3.475298193;0.026951603;0.069100594;0.026934062;0.069444444;0.521126761;37;85.77680073;14.22319927;6.030766998;1.455235972;0.649318694;0.10766768;16.86829225;3.313740249;-2.836586785;13.77058849;4;3.417161276;5.695870782;11.85443875;-0.560831402;6.8375;4.30580519;11.37;2.59;3.999333444;10.98087444;0.124196064;16.86829225;3.313740249;-2.836586785;13.77058849;20.36855182;0.001408849;9.701599467;6.409288297;4.57235955;1.401746347;0.124196064
3;12;1;73.70015144;3.475298193;0.026951603;0.069100594;0.026934062;0.069444444;0.521126761;37;85.77680073;14.22319927;6.030766998;1.455235972;0.649318694;0.10766768;16.86829225;3.313740249;-2.836586785;13.77058849;4;3.417161276;5.695870782;11.85443875;-0.560831402;6.8375;4.30580519;11.37;2.59;3.999333444;10.98087444;0.124196064;16.86829225;3.313740249;-2.836586785;13.77058849;20.36855182;0.001408849;9.701599467;6.409288297;4.57235955;1.401746347;0.124196064
3;13;1;73;3.388933263;0.024381231;0.039122482;0.024303571;0.055555556;0.352112676;25;72.25541961;27.74458039;2.604307529;0.454684494;1.232522333;0.473262977;16.67026567;2.707449414;-4.58749861;26.49829506;4;4.208113371;6.740546756;14.13644731;-0.252778289;9.2625;3.961652643;13.14;3.76;3.935716628;7.330282332;0.041620723;16.67026567;2.707449414;-4.58749861;26.49829506;20.66156184;0.001714409;1.711401547;4.587978412;6.626312315;0.692387891;0.041620723
3;14;1;68.1935595;4.199563978;0.028769642;0.046335157;0.02875483;0.076923077;0.46875;30;68.22964092;31.77035908;2.147587969;1.110679284;0.768647498;0.357911997;15.58854657;2.772172499;-3.130631574;18.15717708;3;5.312254379;9.359263575;16.09873733;-0.65947985;9.613333333;5.646541714;15.04;3.77;3.052399525;7.684940364;-0.014658519;15.58854657;2.772172499;-3.130631574;18.15717708;21.51975501;0.001937104;2.432908145;6.415390507;5.553064611;1.155288288;-0.014658519
3;15;1;70.91001182;3.678084147;0.024257077;0.057626702;0.024255345;0.028985507;0.441176471;30;92.95225;7.047749999;13.18892555;1.023266253;1.120849504;0.084984141;14.85875103;3.052089202;-2.324442883;10.74226273;2;7.312180143;8.227094935;13.12961476;1.494745525;7.27;4.963889604;10.78;3.76;2;9.315248496;-0.036621706;14.85875103;3.052089202;-2.324442883;10.74226273;18.66797673;0.001584934;10.23826651;5.103416671;3.264074165;1.563511248;-0.036621706
3;16;1;73.86172007;4.701510316;0.027386128;0.060873112;0.02727178;0.027777778;0.492957746;35;84.93148474;15.06851526;5.636353899;1.257858053;0.789973431;0.140156819;16.3455084;3.093769674;-2.801331284;14.6357884;4;3.706888575;7.260117616;14.57608694;-0.528438458;6.4275;3.660540716;9.82;2.75;3.99733511;9.571410796;-0.045280387;16.3455084;3.093769674;-2.801331284;14.6357884;19.86635081;0.001704051;8.776067291;5.679383271;3.897901052;1.457036286;-0.045280387
3;17;0;72.86220273;4.257505516;0.029215084;0.05944558;0.029209651;0.070422535;0.542857143;38;72.44269435;27.55730565;2.628801787;1.625710293;0.433439784;0.164881121;17.55064965;3.445122812;-2.968210025;14.02910463;2;7.563089716;6.013548582;11.8153107;3.310868734;6.795;4.292138162;9.83;3.76;2;11.86887119;0.064293253;17.55064965;3.445122812;-2.968210025;14.02910463;21.29916929;0.001434744;13.74149606;4.745408712;4.917453218;0.965013494;0.064293253
3;18;0;71.96779064;3.783398287;0.02670918;0.05540289;0.026708344;0.056338028;0.453900709;64;78.27435443;21.72564557;3.602855168;1.597008308;0.471067726;0.130748449;15.44193715;3.38099534;-0.773038811;5.264505803;2;7.563089716;6.013548582;11.8153107;3.310868734;6.795;4.292138162;9.83;3.76;1;11.43112949;-0.04657088;15.44193715;3.38099534;-0.773038811;5.264505803;21.29916929;0.001434744;18.70755527;1.911234397;1.96532535;0.972477354;-0.04657088
3;19;0;72.43796595;3.596007518;0.026422493;0.056342809;0.026421844;0.055555556;0.451162791;97;77.84789589;22.15210411;3.514243862;2.13064728;0.607315667;0.172815459;16.36173704;3.228082071;-0.970127348;5.631385624;2;7.563089716;6.013548582;11.8153107;3.310868734;6.795;4.292138162;9.83;3.76;0.666703706;10.42051385;0.008652628;16.36173704;3.228082071;-0.970127348;5.631385624;22.51921899;0.001434744;15.83200449;2.614036135;1.902803261;1.373781614;0.008652628
3;20;0;72.4607109;3.598194327;0.026341216;0.05525707;0.026339901;0.052631579;0.449339207;102;76.98535064;23.01464936;3.345058595;1.998693038;0.58397194;0.174577492;29.67772331;6.395640512;-0.521542267;14.04179464;6;4.481833229;9.134071733;22.85654079;-0.553377849;6.02;2.46096729;9.95;3.76;1.890756303;40.90421756;0.015305498;29.67772331;6.395640512;-0.521542267;14.04179464;59.34162379;-1.887680358;14.4101021;51.88099765;11.78207896;4.403382272;0.015305498
3;21;0;72.4607109;3.598194327;0.026341216;0.05525707;0.026339901;0.052631579;0.449339207;102;76.98535064;23.01464936;3.345058595;1.998693038;0.58397194;0.174577492;29.67772331;6.395640512;-0.521542267;14.04179464;6;4.481833229;9.134071733;22.85654079;-0.553377849;6.02;2.46096729;9.95;3.76;1.890756303;40.90421756;0.015305498;29.67772331;6.395640512;-0.521542267;14.04179464;59.34162379;-1.887680358;14.4101021;51.88099765;11.78207896;4.403382272;0.015305498
5;0;1;75.34441419;7.073585974;0.059869989;0.066895263;0.059869954;0.308441558;0.690553746;212;56.55227015;43.44772985;1.301616226;0.393785634;0.95410497;0.733015578;3.531350025;1.17524138;-0.559117794;2.707605182;4;0.383981827;0.524871071;1.100565017;-0.048870831;6.8825;3.865603661;10.27;3.5;0.97213221;1.3811923;0.011427382;3.531350025;1.17524138;-0.559117794;2.707605182;5.973633793;0.000135954;2.485599855;0.19784155;0.054547342;3.626969605;0.011427382
5;1;1;79.25096138;6.212118466;0.067167987;0.080049856;0.067161991;0.282051282;0.688311688;53;52.35914757;47.64085243;1.099038848;0.167766928;1.045097125;0.950919184;1.534212679;0.422276326;-0.286607768;4.728472437;3;0.514596229;1.112322211;1.798712221;-0.150813221;7.936666667;3.593387445;10.72;3.88;2.950819672;0.178317296;-0.013566735;1.534212679;0.422276326;-0.286607768;4.728472437;2.565459526;0.000192923;0.180695481;0.100469184;0.055644006;1.805570648;-0.013566735
5;2;1;79.09413554;7.992405386;0.066028329;0.086982526;0.066028202;0.363636364;0.828947368;63;59.72197381;40.27802619;1.482743308;0.076650654;1.280990677;0.863932867;1.673904506;0.53494;-0.09124081;3.237410098;2;1.160316212;1.494528282;2.217107295;0.103525129;5.93;3.026417023;8.07;3.79;1.999666722;0.286160804;-0.020880247;1.673904506;0.53494;-0.09124081;3.237410098;2.991203892;0.00020846;0.348802748;0.167653929;0.051612887;3.248295888;-0.020880247
5;3;1;77.94803464;6.241803779;0.054236136;0.070746466;0.054234737;0.272727273;0.671052632;51;65.56244611;34.43755389;1.903806708;0.080413312;1.382367262;0.726106939;1.997368306;0.697878123;0.297607207;3.147274205;4;0.618139734;1.470269399;2.819495219;-0.195715751;7.9175;2.765952217;9.77;3.8;3.935071323;0.487033875;-0.028219298;1.997368306;0.697878123;0.297607207;3.147274205;3.827765181;0.000280965;0.624219415;0.268119059;0.076511965;3.504276193;-0.028219298
5;4;1;81.01179286;5.265576007;0.049471567;0.064853131;0.049467413;0.217948718;0.597402597;46;56.34152243;43.65847757;1.290505889;0.378424356;1.043345281;0.808477737;1.949972486;0.555651719;-0.766161939;3.985215319;4;0.666509032;0.864708726;1.912757743;-0.087801271;6.7625;3.700417769;10.37;3.12;4.002001001;0.308748833;-0.017715159;1.949972486;0.555651719;-0.766161939;3.985215319;2.872986955;0.000182565;0.409285646;0.159960062;0.043062818;3.714574883;-0.017715159
5;5;1;77.47196738;3.802917183;0.054037024;0.077737662;0.054034392;0.24;0.554054054;41;75.66312135;24.33687865;3.108990369;0.139589718;1.58417878;0.509547664;1.739630238;0.491261569;-0.674883705;3.720752276;3;0.567110079;1.167733289;1.915278997;-0.127746011;8.026666667;3.705190054;10.27;3.75;3;0.241337929;-0.018075304;1.739630238;0.491261569;-0.674883705;3.720752276;2.613233141;0.000218818;0.321311155;0.116912001;0.047949231;2.438245591;-0.018075304
5;6;1;80.42076688;6.546422083;0.050140827;0.068499611;0.050140663;0.269230769;0.493506494;38;74.71181532;25.28818468;2.954415916;0.266767801;1.462917219;0.495162922;2.237666757;0.940046112;0.05367831;2.081527646;4;1.004087512;1.198463048;2.210204865;-0.209808572;7.0175;2.93618091;9.7;3.81;4;0.883686692;0.036601636;2.237666757;0.940046112;0.05367831;2.081527646;4.018236152;0.000187744;0.946341178;0.648127145;0.181296924;3.574948374;0.036601636
5;7;1;79.07907908;5.288515229;0.051998521;0.07162432;0.051998363;0.217948718;0.61038961;47;74.46002344;25.53997656;2.915430374;0.100249316;1.557875691;0.534355307;2.014480681;0.615640643;-0.571324928;3.160611774;4;0.559579241;1.295412591;2.480403889;-0.245654616;6.395;4.580847811;10.62;1.37;3.93442623;0.379013402;-0.023076121;2.014480681;0.615640643;-0.571324928;3.160611774;3.286686832;0.000296502;0.472308272;0.22166209;0.059522305;3.724017239;-0.023076121
5;8;1;75.87253414;8.525807764;0.057280722;0.072879078;0.05724947;0.432432432;0.671232877;49;30.38105916;69.61894084;0.436390712;0.156358059;0.620978748;1.422988003;1.882266551;0.502971797;-0.995484895;4.566969113;4;0.530380687;0.768431341;1.575386575;-0.175991358;6.3275;2.079012185;8.62;3.63;4;0.252980628;-0.010429291;1.882266551;0.502971797;-0.995484895;4.566969113;2.580255163;0.000192923;0.393295972;0.07489183;0.039662068;1.88824824;-0.010429291
5;9;1;70.48312376;6.060555267;0.071123635;0.08368165;0.071120048;0.342857143;0.710144928;49;66.12143629;33.87856371;1.951718994;0.091934347;1.354279525;0.693890631;1.655797775;0.425986238;-0.809106293;5.973075825;2;0.839430266;0.54405312;1.224133916;0.454726615;5.195;1.887975106;6.53;3.86;1.965601966;0.181464275;0.005068125;1.655797775;0.425986238;-0.809106293;5.973075825;2.705676795;0.000140033;0.105649368;0.194157851;0.050271924;3.862152761;0.005068125
5;10;1;77.0116834;5.934614122;0.055991651;0.077363377;0.055989241;0.25974026;0.644736842;49;70.96956483;29.03043517;2.44466073;0.716912708;1.021663466;0.417916259;2.199094271;0.789516472;-0.088089456;2.415911376;3;0.787077008;1.685727076;2.733548016;-0.196823154;7.716666667;3.435321431;9.94;3.76;2.950819672;0.623336259;-0.033604318;2.199094271;0.789516472;-0.088089456;2.415911376;3.763659079;0.000327576;0.900095485;0.278481881;0.063116009;4.412222599;-0.033604318
